Kab/Kota,Tahun,Bulan,Beras Premium,Beras Medium,Beras SPHP,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Daging Sapi Murni,Cabai Rawit Merah,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan,Minyak Goreng Curah,Tepung Terigu (Curah),Tepung Terigu Kemasan,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Konsumsi,Bulan_num,Periode,SPHP_covered,bulan_num
Kota Palu,2024,November,16078.0,14006.0,12467.0,11502.0,43895.0,45761.0,23806.0,130000.0,51350.0,36364.0,27885.0,18000.0,16911.0,17883.0,9167.0,10167.0,28194.0,24306.0,21278.0,10000.0,11,2024-11-01,True,11
Kota Palu,2024,Desember,15908.0,13704.0,12501.0,11362.0,46629.0,46076.0,25291.0,130000.0,46109.0,39314.0,28075.0,18000.0,16801.0,17820.0,9167.0,10000.0,36218.0,29179.0,22461.0,10000.0,12,2024-12-01,True,12
Kota Palu,2025,Januari,15883.0,13833.0,12509.0,11212.0,36938.0,45326.0,32162.0,130000.0,55754.0,41458.0,28541.0,18940.0,18246.0,17904.0,9167.0,9994.0,33039.0,26778.0,23822.0,10000.0,1,2025-01-01,True,1
Kota Palu,2025,Februari,15602.0,13970.0,12495.0,11333.0,37143.0,45851.0,34101.0,129726.0,57470.0,34257.0,27168.0,19581.0,19449.0,17820.0,9096.0,10305.0,39880.0,31558.0,23339.0,10051.0,2,2025-02-01,True,2
Kota Palu,2025,Maret,15503.0,13913.0,12490.0,11328.0,42301.0,46175.0,46454.0,129044.0,75732.0,38230.0,28421.0,19126.0,19530.0,17606.0,8667.0,10273.0,51038.0,38989.0,25709.0,10000.0,3,2025-03-01,True,3
Kota Palu,2025,April,15503.0,13935.0,12442.0,11390.0,43084.0,45618.0,50685.0,127914.0,67444.0,38318.0,28987.0,19000.0,19815.0,18191.0,8691.0,10174.0,50824.0,40113.0,24565.0,9732.0,4,2025-04-01,True,4
Kota Palu,2025,Mei,15571.0,14261.0,12461.333333333334,11457.0,37815.0,44723.0,48576.0,127486.0,55380.0,35303.0,29241.0,19000.0,20184.0,18476.0,8676.0,10184.0,39728.0,31273.0,24049.0,9405.0,5,2025-05-01,True,5
Kota Palu,2025,Juni,16000.0,15000.0,12480.666666666666,11317.0,49189.0,40856.0,40450.0,128118.0,55222.0,34749.0,28666.0,19000.0,20765.0,18168.0,8765.0,10184.0,36453.0,30078.0,25261.0,9084.0,6,2025-06-01,True,6
Kota Palu,2025,Juli,16548.0,15011.0,12500.0,11167.0,51497.0,38297.0,44557.0,127514.0,63854.0,33880.0,27879.0,18250.0,20962.0,18100.0,8839.0,10194.0,36156.0,32005.0,25220.0,9441.0,7,2025-07-01,True,7
Kota Palu,2025,Agustus,17005.0,14516.0,12500.0,11169.0,60120.0,39585.0,30317.0,127500.0,40798.0,33514.0,28162.0,18143.0,21124.0,17778.0,8832.0,10151.0,38091.0,31602.0,27178.0,9000.0,8,2025-08-01,True,8
Kota Pangkal Pinang,2024,Januari,15433.0,14041.0,14422.75,14578.0,36088.0,38077.0,58778.0,134722.0,67796.0,32928.0,30262.0,16591.0,16222.0,14967.0,12621.0,14356.0,55719.0,40785.0,34911.0,9800.0,1,2024-01-01,True,1
Kota Pangkal Pinang,2024,Februari,16485.0,14587.0,14387.5,14132.0,34965.0,37439.0,78140.0,133789.0,83947.0,34711.0,29251.0,17281.0,16553.0,14620.0,10070.0,13614.0,49930.0,30737.0,28158.0,9386.0,2,2024-02-01,True,2
Kota Pangkal Pinang,2024,Maret,17364.0,16000.0,14138.5,14000.0,35362.0,37362.0,68121.0,133086.0,74103.0,34448.0,30326.0,17672.0,16733.0,14517.0,10017.0,14000.0,49155.0,29759.0,27172.0,9517.0,3,2024-03-01,True,3
Kota Pangkal Pinang,2024,April,16547.0,15260.0,14050.0,14019.0,50538.0,42115.0,55923.0,137231.0,65231.0,34300.0,30081.0,17535.0,16644.0,14481.0,10019.0,14000.0,50942.0,32039.0,28096.0,9519.0,4,2024-04-01,True,4
Kota Pangkal Pinang,2024,Mei,15757.0,14604.0,13936.75,13098.0,48049.0,38967.0,50393.0,131721.0,49525.0,33951.0,30043.0,18197.0,16680.0,14254.0,10000.0,13934.0,47852.0,30082.0,26410.0,9508.0,5,2024-05-01,True,5
Kota Pangkal Pinang,2024,Juni,15637.0,14479.0,14300.5,12769.0,44182.0,38855.0,54927.0,133509.0,54782.0,33436.0,30305.0,18155.0,16762.0,14518.0,10000.0,14000.0,46218.0,29636.0,25145.0,9509.0,6,2024-06-01,True,6
Kota Pangkal Pinang,2024,Juli,15651.0,14406.0,12890.0,12645.0,35500.0,38000.0,48984.0,133177.0,69049.0,31427.0,29881.0,17687.0,16782.0,14677.0,10000.0,13750.0,44387.0,28565.0,23871.0,9419.0,7,2024-07-01,True,7
Kota Pangkal Pinang,2024,Agustus,15482.0,14119.0,12874.0,12187.0,25419.0,38000.0,45742.0,134194.0,73661.0,32839.0,29935.0,17702.0,16847.0,14855.0,10000.0,13460.0,44839.0,29903.0,25403.0,9234.0,8,2024-08-01,True,8
Kota Pangkal Pinang,2024,September,15231.0,13484.0,12902.0,11180.0,26220.0,38475.0,36729.0,134356.0,53678.0,31610.0,29407.0,17746.0,16941.0,15305.0,10000.0,13508.0,40153.0,30576.0,22763.0,9246.0,9,2024-09-01,True,9
Kota Pangkal Pinang,2024,Oktober,15252.0,13535.0,12900.0,10000.0,26339.0,38226.0,27339.0,134548.0,54677.0,32323.0,30019.0,17750.0,17419.0,16419.0,10000.0,13500.0,43145.0,31145.0,24355.0,9185.0,10,2024-10-01,True,10
Kota Pangkal Pinang,2024,November,15509.0,13538.0,12895.0,10000.0,34932.0,38847.0,26119.0,134508.0,38949.0,33136.0,30000.0,17746.0,18000.0,16432.0,10051.0,13508.0,42966.0,31034.0,26305.0,8924.0,11,2024-11-01,True,11
Kota Pangkal Pinang,2024,Desember,15531.0,13534.0,12869.0,10022.0,40036.0,39750.0,38545.0,134582.0,41782.0,31833.0,30163.0,17773.0,19473.0,16798.0,10018.0,13709.0,43327.0,32745.0,31000.0,8764.0,12,2024-12-01,True,12
Kota Pangkal Pinang,2025,Januari,15517.0,13516.0,12949.0,10201.0,36767.0,39488.0,65331.0,134684.0,73640.0,33959.0,30132.0,17751.0,19491.0,16515.0,10012.0,14237.0,49544.0,34930.0,26604.0,9009.0,1,2025-01-01,True,1
Kota Pangkal Pinang,2025,Februari,15629.0,13626.0,12961.0,10758.0,36020.0,39744.0,65164.0,133476.0,85665.0,35509.0,30926.0,17881.0,20089.0,16295.0,10432.0,14256.0,55118.0,36536.0,23626.0,9147.0,2,2025-02-01,True,2
Kota Pangkal Pinang,2025,Maret,15780.0,13803.0,13000.0,11095.0,43417.0,41030.0,56589.0,136741.0,95988.0,35946.0,31128.0,18386.0,20494.0,15583.0,10783.0,14244.0,54048.0,35096.0,23042.0,9280.0,3,2025-03-01,True,3
Kota Pangkal Pinang,2025,April,15805.0,13826.0,13000.0,11000.0,48351.0,42083.0,59304.0,134964.0,100238.0,33298.0,31301.0,18199.0,20464.0,16791.5,10714.0,14030.0,56012.0,35964.0,23652.0,9277.0,4,2025-04-01,True,4
Kota Pangkal Pinang,2025,Mei,15735.0,13739.0,13000.0,11000.0,41584.0,39297.0,48849.0,135000.0,50524.0,33543.0,31135.0,18130.0,20503.0,18000.0,10719.0,14154.0,54876.0,35032.0,23667.0,9395.0,5,2025-05-01,True,5
Kota Pangkal Pinang,2025,Juni,15750.0,13756.0,12750.0,11000.0,39960.0,38526.0,49283.0,135400.0,67000.0,34251.0,30655.0,18287.0,20474.0,18000.0,10871.0,14251.0,54352.0,35115.0,24582.0,9529.0,6,2025-06-01,True,6
Kota Pangkal Pinang,2025,Juli,15882.0,13889.0,12500.0,11012.0,44224.0,35852.0,42863.0,135000.0,75328.0,34067.0,30847.0,18481.0,20508.0,18000.0,10607.0,13964.0,51182.0,34928.0,24773.0,9492.0,7,2025-07-01,True,7
Kota Pangkal Pinang,2025,Agustus,15991.0,13887.0,12491.0,10983.0,50492.0,34805.0,42054.0,134995.0,55319.0,34285.0,30565.0,18465.0,20503.0,18000.0,10551.0,13759.0,51266.0,34940.0,24505.0,9497.0,8,2025-08-01,True,8
Kota Parepare,2024,Januari,14167.0,12481.0,12000.0,12284.0,37667.0,42400.0,39778.0,125000.0,42067.0,28113.0,24660.0,17694.0,14471.0,14433.0,8811.0,10622.0,34444.0,30533.0,26811.0,10000.0,1,2024-01-01,True,1
Kota Parepare,2024,Februari,15095.0,13241.0,12000.0,12000.0,36422.0,45000.0,47414.0,125000.0,34259.0,26810.0,26167.0,17725.0,15043.0,14491.0,9000.0,11000.0,33853.0,28181.0,25586.0,10000.0,2,2024-02-01,True,2
Kota Parepare,2024,Maret,15492.0,13094.0,12000.0,12115.0,32955.0,46082.0,46783.0,125000.0,48709.0,27957.0,30084.0,17598.0,16350.0,15254.0,8951.0,11012.0,33033.0,28557.0,25574.0,9656.0,3,2024-03-01,True,3
Kota Parepare,2024,April,14064.0,11578.0,12000.0,12356.0,46091.0,47545.0,36682.0,126296.0,45409.0,28907.0,29060.0,17496.0,16000.0,14773.0,8500.0,10745.0,33018.0,27773.0,24609.0,9018.0,4,2024-04-01,True,4
Kota Parepare,2024,Mei,15137.0,12447.0,12000.0,11423.0,45161.0,47500.0,32944.0,125000.0,47903.0,25826.0,27958.0,18185.0,16203.0,15234.0,8500.0,10750.0,32016.0,26323.0,24774.0,9452.0,5,2024-05-01,True,5
Kota Parepare,2024,Juni,15375.0,12598.0,12000.0,11245.0,43393.0,47455.0,39866.0,125000.0,48125.0,24832.0,26418.0,17857.0,16350.0,16188.0,8500.0,10625.0,31339.0,25634.0,24330.0,9500.0,6,2024-06-01,True,6
Kota Parepare,2024,Juli,15976.0,12984.0,11981.0,10994.0,33661.0,46919.0,35242.0,125000.0,50040.0,22427.0,24945.0,17250.0,16350.0,16226.0,8391.0,10500.0,31306.0,25339.0,24153.0,9500.0,7,2024-07-01,True,7
Kota Parepare,2024,Agustus,15577.0,12766.0,11761.0,10542.0,26121.0,45315.0,39315.0,125000.0,56008.0,22837.0,23984.0,17290.0,16350.0,16089.0,8250.0,10500.0,31323.0,26008.0,24339.0,9500.0,8,2024-08-01,True,8
Kota Parepare,2024,September,15412.0,12750.0,11800.0,10188.0,28792.0,42525.0,35625.0,125000.0,42167.0,22512.0,25707.0,17525.0,16350.0,16250.0,8250.0,10500.0,30807.0,26133.0,25147.0,9500.0,9,2024-09-01,True,9
Kota Parepare,2024,Oktober,15750.0,12710.0,11800.0,10421.0,32992.0,44137.0,28452.0,125000.0,44879.0,23361.0,26463.0,17750.0,16610.0,16460.0,8250.0,10500.0,30738.0,24734.0,24604.0,9500.0,10,2024-10-01,True,10
Kota Parepare,2024,November,15792.0,12500.0,11800.0,9780.0,39250.0,45467.0,24875.0,125000.0,34950.0,26238.0,24990.0,17558.0,16487.0,16333.0,8250.0,10500.0,29686.0,24658.0,24804.0,9500.0,11,2024-11-01,True,11
Kota Parepare,2024,Desember,14284.0,12275.0,11796.0,9342.0,46078.0,45804.0,24850.0,125000.0,35275.0,27821.0,25742.0,17500.0,16313.0,16260.0,8240.0,10521.0,31607.0,25094.0,24479.0,9521.0,12,2024-12-01,True,12
Kota Parepare,2025,Januari,14703.0,12940.0,11728.0,9764.0,39472.0,44280.0,34030.0,125000.0,54832.0,30163.0,27268.0,17951.0,19874.0,17387.0,8014.0,10482.0,33605.0,25277.0,22175.0,9776.0,1,2025-01-01,True,1
Kota Parepare,2025,Februari,14968.0,13301.0,11713.0,9954.0,34542.0,45399.0,36021.0,125000.0,57488.0,22985.0,26976.0,18479.0,19529.0,16585.0,8000.0,10552.0,34490.0,26692.0,22291.0,9685.0,2,2025-02-01,True,2
Kota Parepare,2025,Maret,15301.0,13476.0,11841.0,9900.0,39661.0,46436.0,43058.0,125000.0,79484.0,24364.0,27761.0,18485.0,19716.0,16494.0,8000.0,10509.0,37558.0,27175.0,23060.0,9685.0,3,2025-03-01,True,3
Kota Parepare,2025,April,15215.0,13392.0,11743.0,9913.0,40896.0,46571.0,38352.0,125000.0,67099.0,24812.0,27591.0,18561.0,19988.0,16462.0,8000.0,10509.0,42433.0,31278.0,25395.0,9685.0,4,2025-04-01,True,4
Kota Parepare,2025,Mei,15295.0,13690.0,11828.666666666666,10365.0,37005.0,46126.0,44867.0,126235.0,47967.0,22828.0,27583.0,18410.0,20104.0,16374.0,8000.0,10624.0,37938.0,30445.0,23752.0,9674.0,5,2025-05-01,True,5
Kota Parepare,2025,Juni,16000.0,14636.0,11914.333333333334,10718.0,41523.0,44407.0,37190.0,130000.0,42180.0,23337.0,26065.0,18406.0,20766.0,16339.0,8000.0,10673.0,29609.0,26611.0,27681.0,9673.0,6,2025-06-01,True,6
Kota Parepare,2025,Juli,16110.0,15275.0,12000.0,10193.0,45962.0,42178.0,37742.0,130000.0,50081.0,21819.0,26675.0,18284.0,20838.0,16336.0,7919.0,10751.0,30057.0,25527.0,27580.0,9654.0,7,2025-07-01,True,7
Kota Parepare,2025,Agustus,15930.0,14393.0,12000.0,9886.0,54109.0,39822.0,34621.0,130000.0,37195.0,22329.0,27206.0,18153.0,20729.0,16350.0,7921.0,10763.0,37000.0,28227.0,26984.0,9684.0,8,2025-08-01,True,8
Kota Pariaman,2024,Januari,17000.0,15000.0,14000.0,15000.0,29383.0,35533.0,41067.0,140000.0,122626.875,32500.0,24733.0,18000.0,15267.0,12267.0,9000.0,12867.0,53393.0,28117.0,30000.0,15000.0,1,2024-01-01,True,1
Kota Pariaman,2024,Februari,17571.0,15571.0,14000.0,15036.0,27875.0,36071.0,61732.0,140000.0,105518.0,34286.0,24464.0,18000.0,16071.0,13550.0,9036.0,12857.0,50952.0,28571.0,30000.0,15000.0,2,2024-02-01,True,2
Kota Pariaman,2024,Maret,18828.0,16897.0,14000.0,15000.0,33379.0,36931.0,66810.0,146897.0,135637.5,39983.0,29793.0,18086.0,16672.0,14690.0,9000.0,13000.0,60000.0,36552.0,30000.0,15000.0,3,2024-03-01,True,3
Kota Pariaman,2024,April,19000.0,17000.0,14000.0,15000.0,38389.0,38278.0,51185.0,150370.0,128034.0,40130.0,28630.0,18148.0,17000.0,14778.0,9000.0,13037.0,57923.0,34019.0,30000.0,15000.0,4,2024-04-01,True,4
Kota Pariaman,2024,Mei,18467.0,16467.0,13936.75,13958.0,42733.0,38767.0,59050.0,149333.0,103536.625,40000.0,29433.0,18933.0,17000.0,13967.0,9133.0,12467.0,59643.0,35500.0,30000.0,15000.0,5,2024-05-01,True,5
Kota Pariaman,2024,Juni,18000.0,15333.0,14000.0,13500.0,41063.0,38208.0,63521.0,145000.0,100589.5,40000.0,29063.0,18000.0,16708.0,13813.0,9000.0,12833.0,54792.0,33271.0,30000.0,15000.0,6,2024-06-01,True,6
Kota Pariaman,2024,Juli,18000.0,15000.0,14000.0,13532.0,28710.0,36710.0,39898.0,144839.0,104093.0,38065.0,28048.0,18000.0,16484.0,14000.0,9000.0,12226.0,50645.0,30000.0,30000.0,15000.0,7,2024-07-01,True,7
Kota Pariaman,2024,Agustus,18000.0,15000.0,13611.0,13500.0,19852.0,36556.0,40226.0,145000.0,105927.25,37963.0,27778.0,18000.0,16496.0,13889.0,9000.0,12852.0,48333.0,32407.0,30000.0,15000.0,8,2024-08-01,True,8
Kota Pariaman,2024,September,18000.0,15000.0,13040.0,12300.0,21020.0,35780.0,30420.0,145000.0,91714.28571428572,38000.0,28000.0,18000.0,16500.0,14100.0,8920.0,12680.0,55200.0,34000.0,30000.0,13740.0,9,2024-09-01,True,9
Kota Pariaman,2024,Oktober,17739.0,15000.0,13000.0,12000.0,28804.0,36804.0,27500.0,142826.0,77142.85714285714,37435.0,27761.0,18000.0,16848.0,14239.0,9000.0,12826.0,56087.0,30870.0,30000.0,12500.0,10,2024-10-01,True,10
Kota Pariaman,2024,November,17276.0,15000.0,13000.0,12000.0,31086.0,37724.0,27379.0,140000.0,62571.42857142858,37069.0,27000.0,18000.0,17000.0,14948.0,9000.0,12862.0,55000.0,30000.0,30000.0,12500.0,11,2024-11-01,True,11
Kota Pariaman,2024,Desember,17000.0,15000.0,13000.0,12000.0,31571.0,39048.0,32200.0,140000.0,48000.0,38667.0,28190.0,17950.0,17650.0,15700.0,9000.0,13000.0,55000.0,30000.0,30000.0,11450.0,12,2024-12-01,True,12
Kota Pariaman,2025,Januari,17000.0,14974.0,13000.0,12519.0,37842.0,39342.0,49250.0,140000.0,40000.0,39000.0,31013.0,18468.0,18456.0,15880.0,9000.0,12949.0,55481.0,30481.0,30000.0,10748.0,1,2025-01-01,True,1
Kota Pariaman,2025,Februari,16942.0,14968.0,13000.0,10973.0,29813.0,39388.0,49263.0,140685.0,40000.0,40633.0,30782.0,18744.0,18968.0,15241.0,9000.0,12923.0,60000.0,39122.0,30000.0,11346.0,2,2025-02-01,True,2
Kota Pariaman,2025,Maret,16500.0,14500.0,13000.0,10000.0,32197.0,39974.0,40039.0,145185.0,40000.0,40110.0,30679.0,19000.0,19000.0,15220.0,9049.0,12927.0,58666.66666666666,35000.0,30000.0,10793.0,3,2025-03-01,True,3
Kota Pariaman,2025,April,16500.0,14500.0,13000.0,10000.0,39469.0,40939.0,53712.0,150000.0,40000.0,40449.0,30682.0,19209.0,19000.0,15719.0,9000.0,12851.0,57333.333333333336,40507.0,30000.0,10858.0,4,2025-04-01,True,4
Kota Pariaman,2025,Mei,16365.0,14732.0,13000.0,10000.0,34897.0,39647.0,37559.0,150000.0,40000.0,35341.0,30663.0,18939.0,19000.0,15105.0,8634.0,13000.0,56000.0,38188.0,30000.0,10933.0,5,2025-05-01,True,5
Kota Pariaman,2025,Juni,16164.0,15164.0,13000.0,10000.0,34254.0,35111.0,28349.0,150000.0,40000.0,33342.0,30686.0,18048.0,18808.0,14605.0,8000.0,13000.0,58514.0,36554.0,30000.0,10788.0,6,2025-06-01,True,6
Kota Pariaman,2025,Juli,16373.0,15415.0,13000.0,10000.0,41618.0,33750.0,31632.0,150000.0,40000.0,34457.0,29716.0,18000.0,19000.0,14400.0,8090.0,13070.0,60000.0,37533.0,30000.0,10739.0,7,2025-07-01,True,7
Kota Pariaman,2025,Agustus,16985.0,16015.0,13000.0,10000.0,50817.0,33400.0,34950.0,150000.0,40000.0,35000.0,29800.0,18000.0,19000.0,14926.0,8000.0,12926.0,59706.0,39044.0,30000.0,10919.0,8,2025-08-01,True,8
Kota Pasuruan,2024,Januari,13932.0,11529.0,12500.0,14000.0,32323.0,34516.0,53806.0,130000.0,47355.0,32065.0,27258.0,16306.0,17032.0,15016.0,12000.0,16000.0,30129.0,35000.0,33000.0,12000.0,1,2024-01-01,True,1
Kota Pasuruan,2024,Februari,15259.0,12483.0,12500.0,14000.0,27931.0,34793.0,65276.0,130000.0,53483.0,34448.0,28724.0,16603.0,17466.0,15397.0,12000.0,16000.0,32724.0,35000.0,33138.0,12000.0,2,2024-02-01,True,2
Kota Pasuruan,2024,Maret,15887.0,12629.0,12500.0,14000.0,29387.0,35871.0,51774.0,130000.0,44968.0,38968.0,32226.0,17000.0,17677.0,16016.0,12000.0,16000.0,33839.0,34645.0,33774.0,12323.0,3,2024-03-01,True,3
Kota Pasuruan,2024,April,15000.0,12000.0,12500.0,14000.0,42250.0,37821.0,38429.0,129643.0,31393.0,37607.0,28321.0,17125.0,17000.0,16554.0,12000.0,16000.0,32821.0,33071.0,33786.0,12000.0,4,2024-04-01,True,4
Kota Pasuruan,2024,Mei,15000.0,12468.0,12500.0,11774.0,45903.0,37032.0,42226.0,125000.0,23645.0,36935.0,28823.0,17306.0,17000.0,16500.0,12000.0,16000.0,32129.0,32000.0,34000.0,12000.0,5,2024-05-01,True,5
Kota Pasuruan,2024,Juni,15000.0,12500.0,12500.0,11000.0,38893.0,36714.0,42857.0,125000.0,29857.0,35000.0,27500.0,16982.0,17000.0,16500.0,12000.0,16000.0,32036.0,32000.0,33429.0,12000.0,6,2024-06-01,True,6
Kota Pasuruan,2024,Juli,15000.0,12500.0,12500.0,11000.0,26677.0,35161.0,37968.0,125000.0,54645.0,34000.0,26968.0,16968.0,17000.0,16500.0,12000.0,16000.0,32032.0,32000.0,32677.0,12000.0,7,2024-07-01,True,7
Kota Pasuruan,2024,Agustus,15000.0,12500.0,12500.0,11350.0,20867.0,34500.0,36400.0,125000.0,54300.0,33333.0,26433.0,17000.0,17000.0,16683.0,12000.0,16000.0,32033.0,32000.0,33967.0,12000.0,8,2024-08-01,True,8
Kota Pasuruan,2024,September,15033.0,12500.0,12500.0,11483.0,20400.0,34900.0,21033.0,125000.0,28333.0,33200.0,25433.0,16983.0,17000.0,16650.0,12000.0,16000.0,32000.0,32000.0,32500.0,12000.0,9,2024-09-01,True,9
Kota Pasuruan,2024,Oktober,15000.0,12500.0,12500.0,11500.0,23200.0,35000.0,20067.0,125000.0,31233.0,33133.0,26133.0,17000.0,17000.0,16583.0,12000.0,16000.0,32000.0,32000.0,32667.0,12000.0,10,2024-10-01,True,10
Kota Pasuruan,2024,November,15000.0,12500.0,12500.0,11500.0,32900.0,36500.0,19933.0,125000.0,29267.0,35067.0,26000.0,17000.0,17000.0,17050.0,12000.0,16000.0,32033.0,32000.0,33833.0,12000.0,11,2024-11-01,True,11
Kota Pasuruan,2024,Desember,15000.0,12500.0,12500.0,11500.0,36870.0,38000.0,23000.0,125000.0,31000.0,34577.0,27522.0,17000.0,17022.0,17630.0,12000.0,16000.0,32800.0,31920.0,33920.0,12000.0,12,2024-12-01,True,12
Kota Pasuruan,2025,Januari,14804.0,12863.0,12000.0,10100.0,37929.0,38000.0,52357.0,119286.0,80060.0,35036.0,26482.0,16858.0,20667.0,19833.0,8167.0,11589.0,28714.0,30167.0,33036.0,8000.0,1,2025-01-01,True,1
Kota Pasuruan,2025,Februari,14934.0,13799.0,12000.0,10000.0,33595.0,39155.0,50036.0,120000.0,63607.0,35037.0,26608.0,17410.0,20711.0,19560.0,8042.0,11669.0,29556.0,30185.0,30000.0,8000.0,2,2025-02-01,True,2
Kota Pasuruan,2025,Maret,14644.0,13515.0,12000.0,10000.0,41630.0,40000.0,45840.0,121049.0,94506.0,35815.0,27154.0,17037.0,21000.0,17978.0,8136.0,11660.0,32457.0,32222.0,30370.0,8000.0,3,2025-03-01,True,3
Kota Pasuruan,2025,April,14416.0,13203.0,12000.0,10000.0,44889.0,39639.0,38817.0,118000.0,78944.0,33240.0,24671.0,17210.0,20529.0,15737.0,8164.0,11672.0,27319.0,31250.0,30833.0,8000.0,4,2025-04-01,True,4
Kota Pasuruan,2025,Mei,14379.0,13361.0,12000.0,10000.0,38852.0,37654.0,30123.0,116667.0,34716.0,30869.0,25244.0,16817.0,20963.0,15015.0,8201.0,11665.0,27357.0,29702.0,30000.0,8000.0,5,2025-05-01,True,5
Kota Pasuruan,2025,Juni,14681.0,13746.0,12000.0,10000.0,37918.0,31164.0,42529.0,116667.0,51102.0,30565.0,26016.0,16079.0,21079.0,14635.0,8167.0,11667.0,28667.0,28333.0,30000.0,8000.0,6,2025-06-01,True,6
Kota Pasuruan,2025,Juli,14960.0,13693.0,11820.0,10000.0,38986.0,32216.0,41264.5,116667.0,61986.0,31402.0,27150.0,15831.0,21169.0,14880.0,8000.0,11663.0,29741.0,29353.0,29812.0,8000.0,7,2025-07-01,True,7
Kota Pasuruan,2025,Agustus,14945.0,13902.0,11640.0,10000.0,48596.0,31316.0,40000.0,116765.0,35909.0,31405.0,26532.0,15823.0,21032.0,15110.0,8000.0,11661.0,30000.0,30000.0,30000.0,8000.0,8,2025-08-01,True,8
Kota Payakumbuh,2024,Januari,16016.0,15024.0,13100.0,13793.0,33256.0,34773.0,40098.0,140000.0,58255.0,36383.0,25668.0,16233.0,17525.0,13838.0,11300.0,14082.0,45352.0,36007.0,30675.0,13803.0,1,2024-01-01,True,1
Kota Payakumbuh,2024,Februari,16411.0,15409.0,13100.0,13554.0,28891.0,34587.0,66022.0,140000.0,58255.0,38870.0,26363.0,17130.0,17587.0,14963.0,10373.0,13457.0,47944.0,39000.0,30860.0,11180.0,2,2024-02-01,True,2
Kota Payakumbuh,2024,Maret,17156.0,16145.0,13100.0,13841.0,35631.0,37159.0,67758.0,143030.0,58255.0,40026.0,28836.0,17949.0,17600.0,14499.0,10409.0,13394.0,45412.0,36621.0,30563.0,10742.0,3,2024-03-01,True,3
Kota Payakumbuh,2024,April,16988.0,15992.0,13100.0,13546.0,44519.0,38904.0,52000.0,144808.0,58255.0,39596.0,27140.0,18058.0,17263.0,14231.0,10058.0,13154.0,47222.0,36269.0,30269.0,10288.0,4,2024-04-01,True,4
Kota Payakumbuh,2024,Mei,17139.0,16135.0,13100.0,11710.0,48177.0,38161.0,59629.0,140000.0,58255.0,41811.0,28709.0,18839.0,17226.0,13473.0,10323.0,13339.0,51440.0,36081.0,30116.0,10726.0,5,2024-05-01,True,5
Kota Payakumbuh,2024,Juni,17000.0,16000.0,13100.0,11085.0,47593.0,37111.0,55333.0,140000.0,58255.0,36478.0,27672.0,18130.0,17222.0,13356.0,10159.0,13296.0,50400.0,35444.0,30333.0,11019.0,6,2024-06-01,True,6
Kota Payakumbuh,2024,Juli,17000.0,16000.0,13100.0,11093.0,31810.0,35345.0,40310.0,140000.0,58255.0,34116.0,26555.0,17983.0,17500.0,13360.0,9828.0,13000.0,51438.0,36448.0,31276.0,10121.0,7,2024-07-01,True,7
Kota Payakumbuh,2024,Agustus,17000.0,16000.0,13100.0,11073.0,21290.0,35548.0,42548.0,140000.0,58255.0,34272.0,26656.0,17855.0,17758.0,13443.0,9516.0,12887.0,50516.0,35306.0,30306.0,9161.0,8,2024-08-01,True,8
Kota Payakumbuh,2024,September,16959.0,15783.0,13100.0,11069.0,22793.0,35736.0,32072.0,140011.0,58255.0,34556.0,26959.0,17983.0,17960.0,14151.0,9310.0,13172.0,50879.0,35736.0,30717.0,9000.0,9,2024-09-01,True,9
Kota Payakumbuh,2024,Oktober,16993.0,15719.0,13100.0,11087.0,29267.0,34900.0,30183.0,140000.0,58255.0,37090.0,26592.0,17960.0,18000.0,14532.0,9390.0,13000.0,50655.0,35500.0,30483.0,9000.0,10,2024-10-01,True,10
Kota Payakumbuh,2024,November,16607.0,15453.0,13152.0,11073.0,32100.0,37964.0,26262.0,140000.0,58255.0,39548.0,27460.0,17982.0,17821.0,15083.0,9161.0,13000.0,51280.0,36000.0,31000.0,9018.0,11,2024-11-01,True,11
Kota Payakumbuh,2024,Desember,16277.0,15239.0,13085.0,11057.0,31160.0,38480.0,31180.0,140152.0,58255.0,39329.0,28782.0,18007.0,18058.0,15943.0,9604.0,13000.0,51833.0,36614.0,31455.0,9460.0,12,2024-12-01,True,12
Kota Payakumbuh,2025,Januari,16865.0,15353.0,13065.0,9816.0,39237.0,39782.0,52684.0,140000.0,58255.0,37085.0,28860.0,18212.0,19506.0,15853.0,8812.0,12800.0,50776.0,33511.0,35000.0,12103.0,1,2025-01-01,True,1
Kota Payakumbuh,2025,Februari,16833.0,15333.0,13042.0,10449.0,31927.0,40000.0,49617.0,141190.0,62761.0,31984.0,27732.0,18548.0,20000.0,15255.0,8988.0,13244.0,53720.0,35556.0,35000.0,14321.0,2,2025-02-01,True,2
Kota Payakumbuh,2025,Maret,16655.0,15083.0,13357.0,10336.0,35494.0,40133.0,40506.0,141905.0,62359.0,33333.0,28046.0,18137.0,20000.0,15363.0,9107.0,13000.0,53487.0,33200.0,35000.0,14325.0,3,2025-03-01,True,3
